,Transaction_ID,Transaction_Amount (in Million),Transaction_Time,Transaction_Date,Transaction_Type,Merchant_Category,Transaction_Location,Customer_Home_Location,Distance_From_Home,IP_Address,Card_Type,Account_Balance (in Million),Daily_Transaction_Count,Weekly_Transaction_Count,Avg_Transaction_Amount (in Million),Max_Transaction_Last_24h (in Million),Is_International_Transaction,Is_New_Merchant,Failed_Transaction_Count,Unusual_Time_Transaction,Previous_Fraud_Count,Is_Fraud
23760,998439.0,1.0,07:46,2025-01-24,ATM,Grocery,Faisalabad,Karachi,30.0,207.85.56.176,Debit,21.0,4.0,3.0,5.0,4.0,1,1,1.0,0,1.0,0
23761,516334.0,9.0,08:34,2025-02-04,Online,ATM,Islamabad,Faisalabad,447.0,12.6.39.220,Debit,8.0,4.0,24.0,4.0,1.0,0,0,2.0,0,1.0,0
23762,988642.0,5.0,00:09,2025-02-09,Online,ATM,Faisalabad,Multan,314.0,181.5.83.201,Credit,37.0,3.0,6.0,4.0,9.0,1,1,0.0,0,0.0,0
23763,120338.0,7.0,07:57,2025-01-11,ATM,Electronics,Lahore,Islamabad,493.0,213.180.23.22,Credit,8.0,3.0,14.0,4.0,2.0,0,1,2.0,1,1.0,0
23764,505070.0,5.0,11:13,2025-02-25,ATM,Electronics,Dubai,Islamabad,192.0,106.107.66.119,Debit,4.0,5.0,16.0,5.0,7.0,1,0,0.0,0,1.0,0
23765,571609.0,3.0,06:10,2025-04-01,POS,Restaurant,Dubai,Islamabad,182.0,234.244.55.202,Credit,22.0,4.0,7.0,5.0,7.0,1,0,0.0,0,0.0,0
23766,580672.0,5.0,18:53,2025-01-13,ATM,Clothing,Islamabad,Multan,189.0,137.95.222.67,Debit,5.0,6.0,11.0,1.0,4.0,1,1,2.0,0,0.0,1
23767,911163.0,6.0,16:18,2025-02-02,ATM,ATM,Faisalabad,Multan,444.0,232.8.12.169,Debit,24.0,7.0,19.0,1.0,4.0,1,0,2.0,0,1.0,0
23768,246462.0,2.0,03:01,2025-02-26,ATM,ATM,Karachi,Lahore,597.0,171.29.249.199,Debit,36.0,2.0,10.0,4.0,5.0,0,0,2.0,0,1.0,0
23769,730180.0,5.0,18:53,2025-04-23,ATM,Fuel,Lahore,Multan,284.0,39.252.163.11,Credit,23.0,4.0,18.0,2.0,8.0,0,1,1.0,0,1.0,0
23770,677880.0,3.0,03:36,2025-04-08,ATM,Fuel,Multan,Multan,351.0,159.85.79.147,Credit,35.0,3.0,17.0,2.0,7.0,1,0,1.0,0,1.0,0
23771,647118.0,6.0,11:50,2025-02-22,POS,Clothing,Bangkok,Islamabad,5.0,169.228.66.133,Credit,7.0,7.0,8.0,5.0,4.0,1,1,0.0,1,1.0,1
23772,178110.0,2.0,08:12,2025-02-08,ATM,ATM,London,Multan,326.0,238.210.102.175,Credit,5.0,7.0,13.0,5.0,1.0,0,0,2.0,0,0.0,0
23773,515859.0,6.0,08:51,2025-02-18,ATM,Clothing,Bangkok,Lahore,455.0,251.19.244.5,Debit,12.0,6.0,5.0,3.0,6.0,1,1,0.0,0,1.0,0
23774,538398.0,3.0,13:00,2025-01-19,ATM,Fuel,Singapore,Lahore,88.0,122.211.228.244,Debit,28.0,2.0,8.0,3.0,9.0,0,1,1.0,1,0.0,0
23775,798693.0,1.0,02:30,2025-02-14,ATM,Electronics,Singapore,Multan,476.0,187.93.32.65,Credit,36.0,6.0,1.0,2.0,6.0,1,1,1.0,0,1.0,0
23776,139858.0,7.0,11:09,2025-01-19,Online,Restaurant,Lahore,Islamabad,99.0,41.118.143.113,Debit,8.0,6.0,12.0,4.0,5.0,0,0,2.0,1,0.0,0
23777,446455.0,7.0,18:37,2025-01-30,Online,Clothing,Bangkok,Lahore,536.0,225.145.214.160,Debit,10.0,7.0,5.0,4.0,1.0,0,1,2.0,1,1.0,0
23778,930850.0,7.0,13:09,2025-02-06,Online,Electronics,Islamabad,Islamabad,234.0,191.35.157.245,Debit,36.0,2.0,22.0,5.0,7.0,1,0,1.0,1,1.0,0
23779,497963.0,2.0,05:22,2025-04-28,ATM,Grocery,Lahore,Islamabad,80.0,77.254.176.48,Debit,38.0,1.0,10.0,2.0,1.0,0,1,1.0,0,1.0,0
23780,563850.0,4.0,11:20,2025-02-10,ATM,Fuel,Bangkok,Islamabad,383.0,173.136.209.79,Debit,29.0,5.0,14.0,5.0,9.0,1,0,2.0,0,0.0,0
23781,487794.0,3.0,21:33,2025-02-26,Online,Clothing,Kuala Lumpur,Karachi,349.0,201.31.117.112,Credit,26.0,6.0,21.0,3.0,1.0,1,1,0.0,1,1.0,0
23782,544026.0,1.0,06:17,2025-01-16,POS,Restaurant,Lahore,Karachi,148.0,199.205.168.204,Debit,10.0,5.0,24.0,3.0,4.0,1,1,0.0,1,1.0,0
23783,761188.0,6.0,12:20,2025-02-23,POS,Fuel,Islamabad,Lahore,145.0,42.7.114.184,Debit,23.0,6.0,17.0,3.0,7.0,1,0,0.0,1,1.0,0
23784,479127.0,1.0,00:48,2025-04-01,Online,Restaurant,London,Lahore,595.0,122.238.252.156,Credit,17.0,5.0,24.0,5.0,6.0,1,1,2.0,0,1.0,0
23785,783055.0,9.0,15:18,2025-04-08,ATM,ATM,Bangkok,Multan,536.0,28.220.134.240,Credit,18.0,5.0,2.0,5.0,7.0,1,0,0.0,0,1.0,0
23786,388111.0,3.0,17:09,2025-01-15,ATM,ATM,Islamabad,Multan,12.0,230.86.17.146,Credit,8.0,5.0,17.0,3.0,5.0,0,0,1.0,0,0.0,0
23787,528969.0,4.0,18:21,2025-01-11,POS,ATM,Karachi,Karachi,381.0,23.47.209.140,Credit,32.0,6.0,1.0,3.0,3.0,1,0,2.0,0,1.0,0
23788,554245.0,6.0,10:33,2025-03-07,Online,ATM,Bangkok,Karachi,133.0,35.188.97.241,Debit,38.0,1.0,4.0,4.0,8.0,0,1,2.0,0,0.0,0
23789,776962.0,9.0,22:37,2025-04-03,Online,Fuel,Singapore,Islamabad,201.0,50.177.112.110,Debit,10.0,1.0,8.0,3.0,7.0,1,0,0.0,1,0.0,0
23790,807162.0,4.0,08:38,2025-02-09,ATM,Electronics,Singapore,Lahore,186.0,171.168.30.71,Credit,21.0,5.0,14.0,5.0,8.0,1,1,2.0,0,0.0,0
23791,732357.0,6.0,13:35,2025-03-26,Online,Fuel,London,Karachi,300.0,68.201.34.153,Debit,14.0,5.0,10.0,1.0,6.0,0,1,0.0,1,0.0,0
23792,875120.0,7.0,21:44,2025-03-10,POS,ATM,Faisalabad,Faisalabad,85.0,206.50.114.103,Credit,25.0,5.0,18.0,4.0,3.0,0,0,2.0,1,0.0,0
23793,864112.0,5.0,09:18,2025-03-30,Online,Restaurant,Lahore,Islamabad,155.0,68.149.33.46,Credit,21.0,4.0,5.0,5.0,7.0,0,0,2.0,0,0.0,0
23794,543930.0,8.0,17:54,2025-01-24,POS,Restaurant,Karachi,Lahore,84.0,135.159.131.24,Credit,36.0,7.0,23.0,5.0,9.0,1,0,1.0,1,0.0,0
23795,830693.0,4.0,20:48,2025-04-14,ATM,Clothing,Dubai,Islamabad,399.0,98.180.10.19,Credit,18.0,1.0,9.0,5.0,9.0,0,1,2.0,1,1.0,0
23796,828647.0,2.0,09:37,2025-03-31,ATM,Restaurant,Singapore,Islamabad,274.0,227.63.71.191,Credit,25.0,2.0,11.0,3.0,8.0,1,1,1.0,1,0.0,0
23797,936787.0,7.0,22:41,2025-02-02,Online,Electronics,Kuala Lumpur,Karachi,67.0,57.224.165.194,Credit,26.0,6.0,17.0,5.0,3.0,0,1,2.0,0,0.0,0
23798,406166.0,9.0,05:08,2025-02-05,ATM,Clothing,Kuala Lumpur,Islamabad,342.0,128.115.194.12,Credit,15.0,5.0,13.0,5.0,6.0,1,1,2.0,0,0.0,0
23799,868081.0,5.0,05:42,2025-03-13,Online,Electronics,Lahore,Karachi,316.0,103.252.155.159,Credit,3.0,5.0,12.0,3.0,5.0,0,0,2.0,1,0.0,0
23800,811240.0,9.0,00:20,2025-03-08,Online,ATM,Lahore,Karachi,410.0,222.45.45.192,Debit,7.0,5.0,11.0,4.0,7.0,1,0,2.0,0,1.0,0
23801,519914.0,9.0,05:56,2025-03-24,POS,Electronics,Kuala Lumpur,Karachi,58.0,206.42.44.98,Credit,13.0,6.0,15.0,4.0,1.0,1,0,0.0,1,1.0,0
23802,221278.0,5.0,07:02,2025-02-03,ATM,ATM,Karachi,Multan,450.0,122.157.255.119,Credit,38.0,3.0,1.0,2.0,2.0,1,1,1.0,1,1.0,0
23803,417749.0,1.0,03:18,2025-04-20,ATM,Fuel,Faisalabad,Multan,584.0,210.34.182.142,Credit,35.0,7.0,2.0,1.0,4.0,0,0,0.0,1,0.0,0
23804,621471.0,2.0,03:18,2025-04-07,POS,Restaurant,London,Faisalabad,568.0,16.229.27.124,Credit,29.0,6.0,19.0,5.0,7.0,1,0,1.0,1,0.0,0
23805,309974.0,2.0,06:33,2025-03-09,POS,Restaurant,Multan,Faisalabad,297.0,106.19.60.8,Credit,11.0,1.0,22.0,1.0,7.0,1,1,2.0,0,1.0,0
23806,231880.0,1.0,09:16,2025-02-11,ATM,Fuel,Karachi,Lahore,558.0,16.134.124.22,Debit,37.0,4.0,10.0,2.0,9.0,0,1,2.0,0,1.0,0
23807,939880.0,4.0,20:20,2025-01-06,Online,Restaurant,Lahore,Lahore,390.0,222.110.209.117,Credit,10.0,4.0,11.0,1.0,5.0,1,1,1.0,0,0.0,0
23808,744352.0,3.0,10:26,2025-02-03,POS,Electronics,London,Lahore,17.0,39.87.237.96,Credit,9.0,6.0,21.0,3.0,1.0,0,1,0.0,1,1.0,0
23809,396057.0,4.0,15:58,2025-03-19,ATM,Clothing,Bangkok,Faisalabad,533.0,43.35.45.245,Credit,35.0,5.0,21.0,4.0,6.0,1,0,0.0,1,0.0,0
23810,832083.0,3.0,15:09,2025-04-04,Online,Fuel,Singapore,Lahore,85.0,110.126.186.16,Debit,8.0,6.0,1.0,2.0,5.0,0,1,2.0,1,1.0,0
23811,611126.0,4.0,00:14,2025-04-25,ATM,Clothing,Bangkok,Islamabad,41.0,203.227.54.115,Debit,31.0,2.0,21.0,3.0,8.0,1,1,2.0,0,1.0,0
23812,978754.0,2.0,07:48,2025-04-14,POS,Clothing,Kuala Lumpur,Lahore,96.0,152.84.47.24,Debit,39.0,3.0,1.0,2.0,6.0,1,1,0.0,1,1.0,1
23813,936209.0,3.0,07:54,2025-01-20,POS,Restaurant,Bangkok,Multan,328.0,215.84.159.198,Credit,22.0,1.0,20.0,1.0,4.0,1,0,0.0,1,0.0,0
23814,171999.0,6.0,22:10,2025-03-14,POS,Restaurant,Kuala Lumpur,Multan,107.0,19.66.117.16,Credit,31.0,1.0,8.0,1.0,1.0,0,0,0.0,1,1.0,0
23815,987798.0,5.0,03:36,2025-03-30,Online,ATM,Karachi,Lahore,421.0,186.249.32.71,Debit,5.0,3.0,17.0,5.0,9.0,1,0,1.0,0,1.0,0
23816,561006.0,3.0,02:34,2025-03-13,ATM,Restaurant,Dubai,Islamabad,569.0,110.131.193.28,Debit,3.0,2.0,11.0,4.0,7.0,0,0,0.0,1,0.0,0
23817,278513.0,3.0,05:45,2025-04-17,Online,Grocery,Bangkok,Multan,515.0,206.20.222.27,Credit,37.0,4.0,10.0,2.0,6.0,0,0,2.0,0,1.0,0
23818,466433.0,5.0,00:54,2025-01-04,Online,Fuel,Singapore,Karachi,233.0,82.81.165.174,Debit,32.0,4.0,16.0,1.0,2.0,0,1,1.0,0,1.0,0
23819,893500.0,9.0,16:22,2025-04-30,Online,Clothing,Bangkok,Karachi,23.0,205.179.132.163,Debit,28.0,4.0,3.0,1.0,5.0,0,0,1.0,1,0.0,0
23820,496348.0,6.0,02:54,2025-04-02,ATM,ATM,Bangkok,Islamabad,108.0,111.35.34.106,Debit,14.0,1.0,7.0,1.0,2.0,1,1,1.0,1,0.0,1
23821,133513.0,2.0,09:54,2025-01-20,ATM,Electronics,Dubai,Lahore,553.0,46.237.202.51,Credit,35.0,2.0,13.0,5.0,8.0,1,1,2.0,1,1.0,0
23822,466206.0,2.0,15:09,2025-05-01,POS,Fuel,Lahore,Faisalabad,555.0,62.245.114.251,Debit,14.0,6.0,5.0,5.0,1.0,1,0,0.0,0,1.0,0
23823,628218.0,3.0,15:38,2025-01-13,ATM,ATM,Multan,Lahore,284.0,210.96.40.37,Debit,33.0,6.0,8.0,4.0,4.0,1,0,1.0,1,0.0,0
23824,189948.0,3.0,09:45,2025-02-15,Online,ATM,Kuala Lumpur,Karachi,351.0,121.91.186.73,Credit,7.0,3.0,17.0,1.0,8.0,0,1,0.0,1,1.0,0
23825,803127.0,1.0,03:15,2025-03-14,Online,Restaurant,Lahore,Islamabad,331.0,207.98.75.130,Credit,4.0,3.0,13.0,1.0,7.0,0,0,1.0,0,0.0,0
23826,133080.0,6.0,03:24,2025-01-21,ATM,Fuel,Kuala Lumpur,Multan,19.0,61.241.105.33,Debit,28.0,6.0,7.0,4.0,5.0,0,1,2.0,1,0.0,0
23827,253623.0,1.0,00:23,2025-02-04,POS,Fuel,Dubai,Lahore,338.0,135.85.1.193,Debit,22.0,7.0,15.0,1.0,3.0,0,1,2.0,0,1.0,0
23828,856960.0,2.0,11:35,2025-02-06,POS,Electronics,Multan,Karachi,546.0,23.181.214.250,Credit,3.0,5.0,17.0,2.0,7.0,1,0,1.0,0,0.0,0
23829,821169.0,3.0,02:55,2025-03-16,ATM,Clothing,Islamabad,Islamabad,467.0,72.136.69.181,Debit,28.0,3.0,15.0,5.0,7.0,0,0,2.0,1,0.0,0
23830,934686.0,8.0,11:18,2025-03-18,Online,Fuel,Multan,Faisalabad,599.0,122.155.170.231,Debit,21.0,7.0,3.0,4.0,8.0,1,0,0.0,0,1.0,0
23831,439205.0,8.0,20:12,2025-04-05,ATM,Grocery,Dubai,Islamabad,295.0,121.87.157.138,Debit,13.0,4.0,19.0,4.0,3.0,0,1,0.0,0,1.0,0
23832,685964.0,7.0,22:19,2025-02-23,Online,Fuel,Bangkok,Faisalabad,304.0,171.234.165.141,Debit,20.0,3.0,9.0,1.0,3.0,0,0,1.0,1,0.0,0
23833,226010.0,7.0,12:34,2025-02-13,ATM,Grocery,Faisalabad,Lahore,491.0,225.27.66.237,Credit,24.0,3.0,20.0,3.0,8.0,0,1,1.0,1,0.0,0
23834,697904.0,2.0,21:08,2025-01-11,ATM,ATM,Lahore,Islamabad,288.0,64.116.34.174,Debit,32.0,5.0,11.0,3.0,6.0,1,0,1.0,0,1.0,0
23835,544035.0,1.0,23:13,2025-04-01,POS,Electronics,Multan,Faisalabad,154.0,47.28.78.9,Debit,37.0,1.0,15.0,1.0,4.0,1,0,2.0,0,0.0,0
23836,547026.0,4.0,21:44,2025-01-20,ATM,Restaurant,Dubai,Karachi,124.0,142.117.193.120,Credit,8.0,4.0,20.0,2.0,3.0,0,0,1.0,1,1.0,0
23837,886569.0,5.0,23:46,2025-04-15,POS,Restaurant,Lahore,Faisalabad,4.0,247.252.24.163,Credit,16.0,5.0,14.0,5.0,2.0,0,1,0.0,0,0.0,0
23838,708944.0,2.0,01:14,2025-01-24,Online,Clothing,Islamabad,Lahore,133.0,76.183.132.227,Debit,38.0,3.0,14.0,1.0,4.0,1,1,1.0,1,0.0,0
23839,612744.0,2.0,04:07,2025-03-15,ATM,ATM,Bangkok,Islamabad,339.0,80.152.98.30,Debit,16.0,4.0,11.0,2.0,8.0,0,0,0.0,0,0.0,0
23840,532829.0,8.0,20:21,2025-02-04,Online,Restaurant,Kuala Lumpur,Multan,340.0,165.15.86.138,Credit,34.0,7.0,16.0,3.0,3.0,0,1,1.0,0,1.0,0
23841,531466.0,7.0,05:32,2025-04-30,ATM,ATM,Kuala Lumpur,Lahore,78.0,9.60.225.232,Debit,27.0,3.0,14.0,2.0,3.0,0,0,0.0,1,0.0,0
23842,319033.0,5.0,00:46,2025-04-09,POS,ATM,Multan,Lahore,415.0,83.219.43.14,Debit,30.0,2.0,24.0,4.0,1.0,1,0,1.0,1,0.0,0
23843,302322.0,7.0,01:36,2025-04-14,POS,Clothing,London,Faisalabad,555.0,72.234.223.162,Debit,33.0,6.0,14.0,5.0,1.0,1,1,1.0,0,1.0,0
23844,503786.0,9.0,05:21,2025-01-20,POS,ATM,Dubai,Lahore,70.0,49.247.79.192,Debit,10.0,7.0,6.0,2.0,7.0,1,0,2.0,1,0.0,0
23845,605726.0,9.0,03:46,2025-02-15,POS,Grocery,Bangkok,Faisalabad,299.0,199.180.76.136,Credit,5.0,4.0,12.0,2.0,4.0,0,1,2.0,1,0.0,0
23846,916064.0,8.0,07:20,2025-01-07,Online,Electronics,Bangkok,Faisalabad,11.0,3.190.95.75,Debit,4.0,6.0,4.0,2.0,8.0,0,0,1.0,0,0.0,0
23847,140774.0,8.0,05:26,2025-03-31,Online,Clothing,Kuala Lumpur,Lahore,39.0,208.59.43.138,Credit,23.0,7.0,1.0,1.0,1.0,0,1,0.0,1,0.0,0
23848,131969.0,5.0,23:34,2025-02-09,POS,Clothing,Kuala Lumpur,Karachi,286.0,49.103.13.205,Credit,14.0,3.0,11.0,2.0,9.0,0,0,0.0,1,0.0,1
23849,848155.0,7.0,13:27,2025-04-06,ATM,Grocery,Dubai,Lahore,441.0,9.81.180.168,Debit,11.0,5.0,10.0,1.0,9.0,0,1,0.0,1,0.0,0
23850,202767.0,8.0,20:22,2025-04-27,Online,Electronics,Dubai,Faisalabad,598.0,84.109.41.83,Debit,14.0,7.0,11.0,4.0,2.0,1,1,2.0,1,1.0,0
23851,912956.0,4.0,04:41,2025-01-20,ATM,Clothing,Faisalabad,Multan,577.0,54.106.44.133,Credit,17.0,6.0,2.0,4.0,5.0,1,1,0.0,0,1.0,0
23852,277673.0,6.0,05:05,2025-03-22,ATM,Clothing,Dubai,Faisalabad,51.0,41.246.249.214,Debit,15.0,6.0,2.0,3.0,3.0,0,1,0.0,0,0.0,0
23853,795752.0,8.0,10:36,2025-04-27,Online,Restaurant,London,Multan,434.0,104.90.167.218,Credit,32.0,5.0,13.0,4.0,8.0,1,0,1.0,0,0.0,0
23854,645720.0,4.0,10:17,2025-03-19,POS,Grocery,Lahore,Karachi,9.0,114.111.243.123,Debit,13.0,5.0,8.0,4.0,5.0,0,1,1.0,1,1.0,0
23855,549790.0,4.0,11:27,2025-03-05,Online,Clothing,Multan,Islamabad,444.0,107.202.197.151,Debit,16.0,2.0,11.0,3.0,9.0,0,0,1.0,1,0.0,0
23856,629552.0,9.0,03:24,2025-02-14,ATM,Fuel,Kuala Lumpur,Lahore,254.0,250.62.248.155,Credit,13.0,4.0,15.0,1.0,5.0,0,1,0.0,1,1.0,0
23857,183072.0,7.0,01:01,2025-04-23,Online,Fuel,Kuala Lumpur,Islamabad,218.0,82.209.183.194,Debit,18.0,1.0,7.0,1.0,3.0,1,1,2.0,1,0.0,0
23858,569539.0,5.0,20:51,2025-03-10,POS,Fuel,Kuala Lumpur,Lahore,325.0,101.212.240.190,Credit,7.0,7.0,9.0,1.0,3.0,0,0,0.0,0,0.0,0
23859,134519.0,7.0,16:50,2025-03-24,ATM,Clothing,Faisalabad,Faisalabad,85.0,16.173.143.140,Credit,31.0,2.0,24.0,2.0,2.0,0,0,2.0,1,1.0,0
23860,561538.0,8.0,10:17,2025-03-03,ATM,Restaurant,Singapore,Islamabad,365.0,27.1.136.172,Credit,28.0,3.0,13.0,5.0,8.0,0,1,0.0,0,1.0,0
23861,360486.0,4.0,04:20,2025-02-21,POS,ATM,Lahore,Multan,568.0,186.69.218.9,Debit,16.0,7.0,5.0,5.0,5.0,1,1,1.0,1,0.0,0
23862,456004.0,3.0,08:33,2025-02-02,ATM,Restaurant,London,Faisalabad,246.0,160.209.216.170,Credit,5.0,7.0,23.0,2.0,8.0,0,1,2.0,0,1.0,0
23863,862813.0,8.0,14:22,2025-03-12,POS,Electronics,Singapore,Karachi,594.0,90.152.222.56,Credit,28.0,5.0,22.0,3.0,7.0,0,1,0.0,0,0.0,0
23864,801677.0,5.0,15:29,2025-04-20,POS,Electronics,Dubai,Islamabad,395.0,31.88.26.178,Debit,3.0,5.0,6.0,3.0,1.0,1,0,0.0,1,1.0,0
23865,250649.0,8.0,06:08,2025-04-27,Online,Clothing,Islamabad,Karachi,585.0,99.108.206.10,Credit,32.0,4.0,13.0,2.0,6.0,1,1,1.0,0,0.0,0
23866,560615.0,7.0,19:38,2025-03-30,POS,Fuel,Singapore,Islamabad,123.0,43.229.98.218,Debit,23.0,2.0,7.0,4.0,2.0,0,1,2.0,1,0.0,0
23867,309262.0,9.0,06:18,2025-03-09,Online,Grocery,Singapore,Lahore,180.0,130.187.1.219,Credit,10.0,5.0,18.0,1.0,4.0,0,1,0.0,1,0.0,0
23868,690678.0,8.0,04:24,2025-02-28,ATM,ATM,Islamabad,Islamabad,260.0,106.88.69.203,Credit,8.0,7.0,6.0,1.0,8.0,0,0,0.0,1,0.0,0
23869,217845.0,4.0,02:22,2025-02-01,POS,Grocery,Lahore,Islamabad,450.0,147.40.51.141,Debit,5.0,3.0,5.0,4.0,6.0,1,1,0.0,0,0.0,0
23870,768214.0,8.0,17:15,2025-04-15,POS,Fuel,Multan,Karachi,376.0,97.7.241.222,Debit,36.0,5.0,19.0,5.0,4.0,1,1,0.0,1,1.0,0
23871,531153.0,6.0,23:27,2025-01-18,Online,Grocery,Islamabad,Multan,100.0,93.45.152.17,Credit,21.0,5.0,16.0,4.0,1.0,1,1,1.0,1,1.0,0
23872,361073.0,9.0,05:51,2025-01-28,ATM,Fuel,London,Lahore,143.0,156.45.99.237,Debit,26.0,2.0,7.0,1.0,2.0,0,0,2.0,1,0.0,0
23873,282632.0,4.0,09:25,2025-03-07,POS,Clothing,Lahore,Islamabad,555.0,25.80.133.12,Credit,33.0,3.0,19.0,3.0,4.0,1,0,0.0,0,0.0,0
23874,581242.0,3.0,08:06,2025-04-18,Online,Restaurant,Faisalabad,Karachi,434.0,112.196.100.211,Credit,7.0,1.0,17.0,2.0,9.0,1,1,0.0,1,1.0,0
23875,788052.0,1.0,06:09,2025-03-07,Online,ATM,Singapore,Karachi,212.0,51.175.107.117,Credit,22.0,5.0,15.0,3.0,9.0,0,1,1.0,1,0.0,0
23876,677413.0,3.0,20:44,2025-03-28,POS,Fuel,Kuala Lumpur,Islamabad,263.0,126.131.96.153,Credit,4.0,3.0,6.0,2.0,4.0,1,0,2.0,1,0.0,1
23877,363237.0,7.0,07:04,2025-01-21,POS,Grocery,London,Islamabad,90.0,124.249.248.3,Credit,20.0,3.0,6.0,3.0,9.0,0,1,2.0,0,1.0,0
23878,172117.0,8.0,13:02,2025-01-29,POS,ATM,London,Multan,325.0,162.20.34.156,Credit,23.0,4.0,20.0,2.0,3.0,0,1,1.0,1,1.0,1
23879,402955.0,9.0,17:00,2025-02-19,POS,Fuel,Islamabad,Islamabad,9.0,9.203.250.222,Credit,19.0,2.0,2.0,3.0,2.0,0,1,0.0,0,0.0,0
23880,478662.0,3.0,06:09,2025-03-18,Online,Electronics,London,Karachi,266.0,77.32.104.134,Debit,30.0,2.0,18.0,4.0,6.0,1,0,0.0,1,0.0,0
23881,760336.0,8.0,21:13,2025-01-23,POS,Electronics,Kuala Lumpur,Islamabad,26.0,222.198.31.228,Credit,16.0,3.0,18.0,5.0,4.0,1,0,0.0,1,0.0,0
23882,749606.0,6.0,20:59,2025-03-16,POS,Clothing,Kuala Lumpur,Multan,99.0,30.141.41.116,Debit,37.0,4.0,14.0,3.0,1.0,0,0,2.0,1,0.0,0
23883,147671.0,2.0,05:10,2025-01-28,POS,Grocery,Faisalabad,Islamabad,391.0,79.115.232.216,Debit,31.0,1.0,11.0,4.0,8.0,0,1,1.0,1,1.0,0
23884,379276.0,1.0,23:13,2025-02-01,ATM,ATM,Multan,Lahore,66.0,132.7.11.161,Debit,7.0,7.0,13.0,5.0,6.0,0,1,2.0,1,0.0,0
23885,402218.0,2.0,09:50,2025-03-28,ATM,Fuel,Bangkok,Multan,443.0,61.192.84.195,Credit,39.0,5.0,10.0,1.0,2.0,0,0,1.0,1,0.0,0
23886,734544.0,9.0,08:15,2025-01-05,ATM,Clothing,Karachi,Multan,280.0,157.93.50.221,Debit,39.0,5.0,18.0,1.0,4.0,0,0,0.0,1,1.0,0
23887,495829.0,4.0,07:20,2025-01-18,ATM,Fuel,Dubai,Islamabad,3.0,156.212.208.236,Debit,33.0,4.0,24.0,1.0,2.0,0,0,0.0,0,1.0,0
23888,911059.0,5.0,11:28,2025-03-24,ATM,ATM,Kuala Lumpur,Karachi,334.0,231.181.115.176,Debit,12.0,7.0,11.0,5.0,9.0,0,0,1.0,0,1.0,0
23889,802339.0,6.0,12:31,2025-04-10,POS,ATM,Dubai,Lahore,269.0,193.31.176.251,Debit,9.0,6.0,13.0,1.0,7.0,1,1,0.0,1,1.0,0
23890,868045.0,2.0,23:41,2025-04-23,ATM,Clothing,Singapore,Multan,478.0,228.211.146.130,Credit,23.0,4.0,12.0,1.0,9.0,0,1,2.0,0,1.0,0
23891,285500.0,9.0,17:00,2025-03-10,ATM,Fuel,Singapore,Multan,166.0,161.24.39.42,Debit,11.0,1.0,1.0,4.0,5.0,1,0,2.0,0,1.0,0
23892,723176.0,4.0,00:33,2025-04-27,Online,Grocery,Islamabad,Karachi,54.0,91.52.14.180,Credit,3.0,7.0,17.0,2.0,3.0,0,1,0.0,1,0.0,0
23893,573515.0,9.0,08:57,2025-04-29,POS,Fuel,Lahore,Multan,27.0,146.91.74.64,Debit,4.0,4.0,8.0,5.0,5.0,0,0,2.0,0,1.0,0
23894,532502.0,4.0,02:25,2025-04-07,ATM,Grocery,Multan,Multan,233.0,217.99.196.172,Credit,13.0,2.0,7.0,3.0,3.0,0,0,0.0,0,1.0,0
23895,615282.0,2.0,13:22,2025-03-15,Online,Restaurant,Multan,Karachi,192.0,119.216.9.106,Credit,35.0,5.0,18.0,3.0,8.0,1,0,1.0,1,1.0,0
23896,861082.0,5.0,10:30,2025-04-11,ATM,Fuel,Dubai,Islamabad,90.0,54.173.249.72,Credit,21.0,4.0,9.0,1.0,8.0,0,1,2.0,0,1.0,0
23897,493862.0,8.0,16:36,2025-03-28,ATM,Clothing,Lahore,Multan,478.0,194.1.38.222,Credit,6.0,1.0,2.0,4.0,1.0,0,1,2.0,0,1.0,0
23898,232335.0,4.0,14:02,2025-01-24,POS,Restaurant,Dubai,Karachi,513.0,116.147.167.215,Credit,36.0,3.0,7.0,1.0,9.0,0,0,0.0,1,0.0,0
23899,752271.0,5.0,21:46,2025-01-09,POS,Grocery,Faisalabad,Lahore,174.0,75.12.114.46,Credit,34.0,2.0,19.0,2.0,8.0,1,0,2.0,0,1.0,0
23900,165334.0,4.0,08:13,2025-03-11,ATM,Clothing,London,Lahore,282.0,252.152.47.219,Debit,22.0,7.0,5.0,5.0,6.0,1,0,0.0,0,1.0,0
23901,579422.0,3.0,09:13,2025-01-07,Online,ATM,Islamabad,Faisalabad,9.0,112.188.88.117,Debit,34.0,3.0,18.0,5.0,9.0,1,0,2.0,0,1.0,0
23902,402704.0,3.0,04:34,2025-04-14,Online,Electronics,Islamabad,Karachi,356.0,53.94.124.220,Credit,3.0,1.0,18.0,2.0,7.0,0,1,1.0,0,0.0,0
23903,430667.0,2.0,05:43,2025-01-17,Online,ATM,Bangkok,Karachi,525.0,94.155.125.139,Debit,30.0,3.0,19.0,3.0,5.0,0,0,2.0,0,1.0,0
23904,960459.0,5.0,03:19,2025-04-18,Online,Clothing,Singapore,Faisalabad,561.0,230.212.200.212,Credit,19.0,1.0,15.0,5.0,1.0,1,0,1.0,1,1.0,0
