,Unnamed: 0,Transaction_ID,Customer_ID,Transaction_Amount (in Million),Transaction_Time,Transaction_Date,Transaction_Type,Merchant_Category,Transaction_Location,Customer_Home_Location,Distance_From_Home,IP_Address,Card_Type,Account_Balance (in Million),Daily_Transaction_Count,Weekly_Transaction_Count,Avg_Transaction_Amount (in Million),Max_Transaction_Last_24h (in Million),Is_International_Transaction,Is_New_Merchant,Failed_Transaction_Count,Unusual_Time_Transaction,Previous_Fraud_Count,Is_Fraud,Transaction_Hour,Time_Diff,Min_Since_Last_Tx,Transactions_Today,Customer_Hist_Avg,Spend_to_Avg_Ratio,Customer_Hist_Max,Is_New_Spend_Record
5985,6009,241601.0,51939.0,9.0,1900-01-01 15:37:00,2025-01-04,Online,Clothing,Karachi,Lahore,544.0,114.102.165.39,Debit,19.0,4.0,23.0,3.0,5.0,1,0,0.0,1,0.0,0,15,,999.0,1,9.0,0.9999999998888889,9.0,1
48164,48294,751644.0,51945.0,7.0,1900-01-01 17:54:00,2025-04-24,ATM,Electronics,Dubai,Multan,132.0,131.178.198.119,Credit,23.0,2.0,23.0,3.0,4.0,1,0,2.0,1,1.0,0,17,,999.0,1,7.0,0.9999999998571428,7.0,1
48021,48151,504611.0,51950.0,9.0,1900-01-01 07:42:00,2025-01-20,POS,Fuel,Singapore,Faisalabad,350.0,150.5.115.193,Debit,24.0,4.0,20.0,4.0,8.0,1,1,2.0,1,1.0,0,7,,999.0,1,9.0,0.9999999998888889,9.0,1
44121,44248,622335.0,51950.0,4.0,1900-01-01 00:12:00,2025-03-12,ATM,Restaurant,Multan,Multan,207.0,24.102.176.236,Debit,30.0,4.0,23.0,3.0,8.0,1,1,2.0,1,0.0,0,0,-1 days +16:30:00,-450.0,1,6.5,0.6153846152899408,9.0,0
1633,1638,887369.0,51951.0,4.0,1900-01-01 08:03:00,2025-03-18,ATM,Electronics,London,Faisalabad,178.0,79.68.143.140,Credit,23.0,2.0,11.0,5.0,8.0,0,1,0.0,1,0.0,0,8,,999.0,1,4.0,0.99999999975,4.0,1
35679,35790,315229.0,51955.0,2.0,1900-01-01 08:16:00,2025-04-01,Online,Electronics,Karachi,Multan,429.0,40.8.204.20,Debit,20.0,6.0,5.0,5.0,3.0,1,0,0.0,1,0.0,0,8,,999.0,1,2.0,0.9999999995,2.0,1
13785,13837,301313.0,51956.0,1.0,1900-01-01 20:10:00,2025-04-01,POS,Restaurant,London,Islamabad,276.0,114.253.42.47,Credit,38.0,3.0,22.0,2.0,1.0,1,0,0.0,0,0.0,0,20,,999.0,1,1.0,0.9999999989999999,1.0,1
22856,22932,814298.0,51956.0,2.0,1900-01-01 04:52:00,2025-04-10,ATM,ATM,Kuala Lumpur,Islamabad,24.0,30.136.50.5,Credit,5.0,7.0,11.0,4.0,8.0,0,1,2.0,1,1.0,0,4,-1 days +08:42:00,-918.0,1,1.5,1.3333333324444443,2.0,1
25235,25317,406477.0,51957.0,1.0,1900-01-01 17:23:00,2025-01-29,ATM,Fuel,London,Islamabad,341.0,162.68.67.237,Debit,36.0,7.0,16.0,1.0,4.0,1,1,2.0,1,0.0,0,17,,999.0,1,1.0,0.9999999989999999,1.0,1
29013,29103,849617.0,51957.0,2.0,1900-01-01 19:00:00,2025-05-01,POS,Fuel,Multan,Faisalabad,354.0,218.153.31.130,Credit,14.0,5.0,14.0,1.0,4.0,0,1,0.0,0,1.0,0,19,0 days 01:37:00,97.0,1,1.5,1.3333333324444443,2.0,1
30275,30369,267000.0,51959.0,7.0,1900-01-01 11:34:00,2025-02-08,ATM,ATM,Multan,Multan,286.0,114.163.60.81,Credit,11.0,4.0,1.0,2.0,3.0,1,0,0.0,0,1.0,0,11,,999.0,1,7.0,0.9999999998571428,7.0,1
14769,14824,419476.0,51961.0,4.0,1900-01-01 15:28:00,2025-03-07,Online,Clothing,Faisalabad,Karachi,255.0,172.165.223.146,Credit,7.0,3.0,15.0,1.0,5.0,0,0,0.0,1,1.0,0,15,,999.0,1,4.0,0.99999999975,4.0,1
43745,43871,776618.0,51965.0,8.0,1900-01-01 08:29:00,2025-02-05,ATM,Fuel,Kuala Lumpur,Faisalabad,431.0,69.154.15.57,Credit,9.0,4.0,24.0,1.0,5.0,0,1,2.0,0,1.0,0,8,,999.0,1,8.0,0.999999999875,8.0,1
44617,44744,539495.0,51968.0,3.0,1900-01-01 17:23:00,2025-04-22,ATM,Clothing,Karachi,Islamabad,244.0,25.216.245.16,Debit,16.0,4.0,9.0,3.0,8.0,0,1,0.0,1,0.0,1,17,,999.0,1,3.0,0.9999999996666666,3.0,1
24147,24224,430879.0,51969.0,3.0,1900-01-01 21:17:00,2025-05-01,ATM,Clothing,Kuala Lumpur,Faisalabad,597.0,204.50.241.225,Debit,26.0,2.0,22.0,1.0,5.0,1,1,1.0,0,1.0,0,21,,999.0,1,3.0,0.9999999996666666,3.0,1
41705,41829,325610.0,51973.0,6.0,1900-01-01 06:25:00,2025-02-05,Online,Electronics,Faisalabad,Karachi,112.0,98.204.132.241,Credit,34.0,2.0,10.0,3.0,8.0,1,0,2.0,1,1.0,0,6,,999.0,1,6.0,0.9999999998333333,6.0,1
40466,40588,558742.0,51974.0,3.0,1900-01-01 22:17:00,2025-01-13,ATM,Restaurant,Multan,Karachi,104.0,170.75.78.167,Credit,15.0,3.0,10.0,2.0,7.0,1,1,2.0,0,1.0,0,22,,999.0,1,3.0,0.9999999996666666,3.0,1
29443,29534,153439.0,51974.0,7.0,1900-01-01 12:01:00,2025-02-21,Online,Electronics,Faisalabad,Faisalabad,59.0,249.237.217.53,Credit,15.0,5.0,10.0,4.0,5.0,0,1,1.0,1,0.0,0,12,-1 days +13:44:00,-616.0,1,5.0,1.3999999997199999,7.0,1
44929,45057,745831.0,51974.0,9.0,1900-01-01 11:46:00,2025-03-11,ATM,ATM,Kuala Lumpur,Lahore,456.0,57.54.107.8,Credit,6.0,6.0,1.0,5.0,8.0,0,1,1.0,0,0.0,0,11,-1 days +23:45:00,-15.0,1,6.333333333333333,1.4210526313545706,9.0,1
26170,26253,666530.0,51976.0,1.0,1900-01-01 02:45:00,2025-01-23,Online,ATM,Faisalabad,Faisalabad,459.0,73.144.168.247,Credit,14.0,4.0,17.0,4.0,2.0,0,0,0.0,0,1.0,0,2,,999.0,1,1.0,0.9999999989999999,1.0,1
28375,28461,876215.0,51978.0,8.0,1900-01-01 11:46:00,2025-01-04,ATM,Clothing,London,Multan,107.0,18.138.4.243,Debit,30.0,4.0,15.0,5.0,4.0,1,1,2.0,0,0.0,0,11,,999.0,1,8.0,0.999999999875,8.0,1
28209,28295,586032.0,51980.0,8.0,1900-01-01 12:42:00,2025-03-30,ATM,Restaurant,Kuala Lumpur,Islamabad,565.0,5.182.203.251,Credit,31.0,7.0,1.0,3.0,6.0,1,1,1.0,0,0.0,0,12,,999.0,1,8.0,0.999999999875,8.0,1
31339,31437,776431.0,51982.0,2.0,1900-01-01 21:17:00,2025-04-12,ATM,Electronics,London,Faisalabad,162.0,57.92.35.2,Debit,3.0,6.0,4.0,5.0,6.0,1,1,2.0,0,0.0,0,21,,999.0,1,2.0,0.9999999995,2.0,1
46979,47109,246867.0,51984.0,4.0,1900-01-01 09:53:00,2025-01-01,ATM,Fuel,Kuala Lumpur,Multan,72.0,161.92.96.111,Debit,12.0,3.0,10.0,4.0,4.0,0,1,0.0,1,1.0,0,9,,999.0,1,4.0,0.99999999975,4.0,1
1472,1476,231249.0,51993.0,5.0,1900-01-01 23:21:00,2025-01-02,Online,Electronics,Multan,Karachi,161.0,201.250.165.15,Credit,10.0,1.0,3.0,2.0,6.0,0,1,0.0,1,1.0,0,23,,999.0,1,5.0,0.9999999998,5.0,1
41320,41443,542831.0,51993.0,2.0,1900-01-01 20:42:00,2025-01-08,ATM,Clothing,Dubai,Multan,216.0,172.111.172.196,Debit,38.0,3.0,17.0,5.0,6.0,0,0,2.0,1,0.0,0,20,-1 days +21:21:00,-159.0,1,3.5,0.5714285712653061,5.0,0
5859,5883,375328.0,51998.0,4.0,1900-01-01 06:37:00,2025-02-05,ATM,Restaurant,Faisalabad,Islamabad,532.0,148.238.112.46,Debit,8.0,1.0,13.0,4.0,9.0,0,1,2.0,0,0.0,0,6,,999.0,1,4.0,0.99999999975,4.0,1
4364,4380,326644.0,52001.0,7.0,1900-01-01 07:10:00,2025-02-06,Online,Electronics,Dubai,Islamabad,118.0,225.51.113.224,Credit,31.0,4.0,15.0,2.0,6.0,0,0,0.0,1,0.0,0,7,,999.0,1,7.0,0.9999999998571428,7.0,1
44008,44135,770549.0,52001.0,5.0,1900-01-01 22:38:00,2025-03-18,ATM,ATM,Multan,Multan,17.0,62.162.231.138,Debit,10.0,7.0,20.0,5.0,8.0,0,1,0.0,1,0.0,0,22,0 days 15:28:00,928.0,1,6.0,0.8333333331944445,7.0,0
46028,46156,836422.0,52002.0,3.0,1900-01-01 02:08:00,2025-01-22,ATM,Restaurant,Islamabad,Multan,60.0,107.23.245.139,Credit,21.0,3.0,8.0,5.0,6.0,0,0,0.0,1,0.0,0,2,,999.0,1,3.0,0.9999999996666666,3.0,1
33158,33261,349193.0,52002.0,6.0,1900-01-01 10:07:00,2025-02-14,Online,Restaurant,Faisalabad,Islamabad,16.0,195.188.52.229,Debit,24.0,2.0,1.0,1.0,9.0,1,1,0.0,0,0.0,0,10,0 days 07:59:00,479.0,1,4.5,1.333333333037037,6.0,1
1286,1290,484684.0,52004.0,7.0,1900-01-01 07:58:00,2025-02-27,POS,Clothing,Singapore,Multan,294.0,106.171.55.207,Credit,35.0,2.0,4.0,2.0,6.0,1,1,2.0,1,0.0,0,7,,999.0,1,7.0,0.9999999998571428,7.0,1
43770,43897,894820.0,52011.0,2.0,1900-01-01 03:31:00,2025-01-25,ATM,ATM,Singapore,Faisalabad,161.0,192.167.65.216,Debit,34.0,7.0,20.0,4.0,3.0,0,0,0.0,1,1.0,0,3,,999.0,1,2.0,0.9999999995,2.0,1
26076,26159,544025.0,52013.0,3.0,1900-01-01 06:54:00,2025-02-01,ATM,Electronics,Bangkok,Faisalabad,407.0,227.91.243.46,Debit,37.0,6.0,8.0,4.0,7.0,0,1,1.0,1,1.0,0,6,,999.0,1,3.0,0.9999999996666666,3.0,1
11912,11956,912395.0,52015.0,2.0,1900-01-01 15:25:00,2025-02-16,ATM,Restaurant,London,Karachi,168.0,124.92.227.105,Credit,29.0,1.0,22.0,5.0,5.0,1,1,1.0,0,0.0,0,15,,999.0,1,2.0,0.9999999995,2.0,1
36997,37111,742852.0,52015.0,6.0,1900-01-01 18:59:00,2025-03-15,ATM,Grocery,Multan,Multan,345.0,24.3.85.78,Credit,32.0,6.0,20.0,3.0,9.0,1,1,2.0,0,0.0,0,18,0 days 03:34:00,214.0,1,4.0,1.499999999625,6.0,1
22586,22661,585759.0,52018.0,4.0,1900-01-01 03:31:00,2025-03-13,ATM,Restaurant,Multan,Lahore,564.0,136.18.243.184,Debit,14.0,1.0,24.0,5.0,3.0,1,0,1.0,1,1.0,0,3,,999.0,1,4.0,0.99999999975,4.0,1
14389,14444,642931.0,52023.0,9.0,1900-01-01 05:26:00,2025-02-23,Online,Restaurant,Dubai,Lahore,283.0,24.183.208.250,Credit,6.0,5.0,8.0,1.0,2.0,1,1,2.0,0,1.0,0,5,,999.0,1,9.0,0.9999999998888889,9.0,1
5958,5982,278120.0,52026.0,8.0,1900-01-01 07:09:00,2025-01-08,POS,Restaurant,Islamabad,Faisalabad,125.0,172.12.203.233,Credit,31.0,2.0,6.0,5.0,4.0,1,1,1.0,0,0.0,0,7,,999.0,1,8.0,0.999999999875,8.0,1
5625,5648,671347.0,52028.0,8.0,1900-01-01 21:43:00,2025-02-10,Online,Fuel,Faisalabad,Lahore,44.0,152.236.160.140,Debit,15.0,7.0,9.0,5.0,1.0,1,1,2.0,1,1.0,0,21,,999.0,1,8.0,0.999999999875,8.0,1
34411,34515,804408.0,52029.0,4.0,1900-01-01 00:08:00,2025-01-18,ATM,Clothing,London,Faisalabad,405.0,48.231.99.50,Debit,10.0,7.0,5.0,4.0,2.0,1,0,2.0,1,0.0,0,0,,999.0,1,4.0,0.99999999975,4.0,1
37403,37518,207142.0,52030.0,4.0,1900-01-01 21:15:00,2025-02-24,POS,Electronics,Faisalabad,Multan,47.0,180.185.22.133,Debit,31.0,2.0,4.0,3.0,8.0,1,1,1.0,1,1.0,0,21,,999.0,1,4.0,0.99999999975,4.0,1
6950,6981,299621.0,52032.0,7.0,1900-01-01 09:55:00,2025-04-22,Online,Restaurant,Islamabad,Karachi,54.0,214.243.98.223,Credit,34.0,3.0,14.0,2.0,9.0,0,1,1.0,0,0.0,0,9,,999.0,1,7.0,0.9999999998571428,7.0,1
41952,42076,506213.0,52033.0,1.0,1900-01-01 06:55:00,2025-01-20,POS,Fuel,Multan,Lahore,219.0,68.228.106.216,Credit,13.0,7.0,1.0,1.0,7.0,1,0,1.0,0,1.0,0,6,,999.0,1,1.0,0.9999999989999999,1.0,1
1176,1180,504095.0,52037.0,9.0,1900-01-01 21:01:00,2025-05-01,ATM,Electronics,Lahore,Karachi,53.0,219.5.218.145,Debit,25.0,1.0,24.0,2.0,9.0,0,0,0.0,1,1.0,0,21,,999.0,1,9.0,0.9999999998888889,9.0,1
30600,30696,926987.0,52039.0,4.0,1900-01-01 15:52:00,2025-04-06,Online,Clothing,Multan,Faisalabad,163.0,147.47.123.61,Debit,31.0,7.0,9.0,3.0,3.0,1,0,0.0,0,0.0,0,15,,999.0,1,4.0,0.99999999975,4.0,1
24084,24161,220576.0,52042.0,8.0,1900-01-01 05:45:00,2025-01-14,Online,Restaurant,Bangkok,Islamabad,352.0,224.188.109.152,Credit,36.0,6.0,16.0,5.0,2.0,1,0,0.0,0,1.0,0,5,,999.0,1,8.0,0.999999999875,8.0,1
11536,11577,434139.0,52043.0,8.0,1900-01-01 01:18:00,2025-04-25,ATM,Restaurant,Kuala Lumpur,Faisalabad,347.0,97.251.255.182,Credit,4.0,7.0,4.0,3.0,9.0,0,1,2.0,1,0.0,0,1,,999.0,1,8.0,0.999999999875,8.0,1
14516,14571,388022.0,52044.0,5.0,1900-01-01 11:30:00,2025-01-16,ATM,Electronics,Multan,Islamabad,399.0,157.86.223.18,Credit,14.0,4.0,1.0,5.0,5.0,0,0,2.0,0,1.0,0,11,,999.0,1,5.0,0.9999999998,5.0,1
42276,42400,695242.0,52046.0,8.0,1900-01-01 21:49:00,2025-03-12,ATM,Grocery,Bangkok,Multan,350.0,115.106.56.190,Credit,7.0,4.0,18.0,2.0,7.0,1,0,2.0,0,0.0,0,21,,999.0,1,8.0,0.999999999875,8.0,1
30795,30891,336504.0,52047.0,1.0,1900-01-01 23:06:00,2025-03-10,ATM,ATM,Multan,Islamabad,93.0,178.170.76.191,Debit,23.0,1.0,8.0,2.0,3.0,0,0,0.0,0,0.0,0,23,,999.0,1,1.0,0.9999999989999999,1.0,1
49235,49367,445964.0,52048.0,7.0,1900-01-01 11:27:00,2025-04-05,ATM,Electronics,Singapore,Multan,382.0,212.253.105.6,Credit,28.0,3.0,11.0,5.0,9.0,0,0,2.0,0,1.0,0,11,,999.0,1,7.0,0.9999999998571428,7.0,1
47467,47597,115125.0,52050.0,3.0,1900-01-01 09:13:00,2025-01-03,POS,Fuel,Dubai,Multan,287.0,91.139.101.231,Credit,28.0,3.0,11.0,2.0,8.0,1,1,1.0,1,1.0,0,9,,999.0,1,3.0,0.9999999996666666,3.0,1
32500,32600,506008.0,52052.0,4.0,1900-01-01 11:21:00,2025-01-21,POS,Restaurant,Bangkok,Islamabad,469.0,120.180.42.183,Credit,26.0,3.0,8.0,4.0,7.0,0,0,1.0,0,0.0,0,11,,999.0,1,4.0,0.99999999975,4.0,1
47249,47379,106357.0,52056.0,3.0,1900-01-01 09:31:00,2025-02-03,POS,Clothing,Faisalabad,Faisalabad,406.0,72.6.152.219,Credit,30.0,2.0,4.0,1.0,1.0,0,0,0.0,1,0.0,0,9,,999.0,1,3.0,0.9999999996666666,3.0,1
43380,43505,159614.0,52056.0,9.0,1900-01-01 14:45:00,2025-02-19,POS,Restaurant,Singapore,Karachi,218.0,20.25.61.135,Debit,14.0,2.0,20.0,1.0,6.0,1,1,2.0,0,0.0,0,14,0 days 05:14:00,314.0,1,6.0,1.49999999975,9.0,1
20999,21071,258112.0,52056.0,4.0,1900-01-01 02:54:00,2025-03-11,ATM,Electronics,Singapore,Multan,44.0,6.238.48.250,Debit,17.0,1.0,15.0,1.0,7.0,0,1,2.0,1,1.0,0,2,-1 days +12:09:00,-711.0,1,5.333333333333333,0.749999999859375,9.0,0
7015,7047,821662.0,52058.0,5.0,1900-01-01 06:16:00,2025-01-26,POS,Restaurant,Lahore,Islamabad,213.0,124.178.195.59,Debit,37.0,7.0,2.0,5.0,2.0,0,1,0.0,1,1.0,0,6,,999.0,1,5.0,0.9999999998,5.0,1
35462,35571,303895.0,52060.0,7.0,1900-01-01 00:53:00,2025-01-06,POS,Fuel,Singapore,Faisalabad,14.0,174.214.143.109,Debit,20.0,1.0,5.0,1.0,8.0,1,1,2.0,0,0.0,0,0,,999.0,1,7.0,0.9999999998571428,7.0,1
15744,15800,108421.0,52060.0,5.0,1900-01-01 16:24:00,2025-03-13,Online,ATM,Islamabad,Multan,294.0,55.164.107.14,Credit,31.0,1.0,19.0,2.0,3.0,1,0,2.0,0,0.0,0,16,0 days 15:31:00,931.0,1,6.0,0.8333333331944445,7.0,0
14359,14412,718904.0,52061.0,5.0,1900-01-01 04:20:00,2025-01-05,POS,Grocery,Singapore,Lahore,201.0,11.199.214.22,Debit,25.0,6.0,15.0,3.0,9.0,0,0,1.0,1,1.0,0,4,,999.0,1,5.0,0.9999999998,5.0,1
47086,47216,817675.0,52062.0,1.0,1900-01-01 16:42:00,2025-01-25,Online,Clothing,Kuala Lumpur,Karachi,68.0,147.109.228.111,Debit,37.0,7.0,13.0,2.0,3.0,1,1,0.0,0,0.0,0,16,,999.0,1,1.0,0.9999999989999999,1.0,1
31708,31806,679926.0,52066.0,2.0,1900-01-01 19:44:00,2025-03-10,POS,Electronics,Faisalabad,Multan,565.0,173.89.166.161,Credit,7.0,7.0,17.0,3.0,6.0,0,0,2.0,0,1.0,0,19,,999.0,1,2.0,0.9999999995,2.0,1
23090,23166,923312.0,52067.0,7.0,1900-01-01 19:51:00,2025-01-24,Online,Electronics,Islamabad,Lahore,584.0,7.216.200.164,Credit,17.0,3.0,13.0,2.0,9.0,1,1,0.0,0,1.0,0,19,,999.0,1,7.0,0.9999999998571428,7.0,1
42616,42740,840230.0,52067.0,3.0,1900-01-01 06:59:00,2025-02-18,ATM,Fuel,London,Multan,371.0,177.30.189.250,Credit,18.0,5.0,15.0,1.0,3.0,0,1,0.0,0,1.0,0,6,-1 days +11:08:00,-772.0,1,5.0,0.59999999988,7.0,0
33475,33579,570330.0,52069.0,2.0,1900-01-01 02:03:00,2025-02-11,Online,Grocery,Multan,Multan,261.0,122.68.190.105,Credit,10.0,2.0,8.0,1.0,3.0,0,0,0.0,0,1.0,0,2,,999.0,1,2.0,0.9999999995,2.0,1
41869,41993,151647.0,52069.0,9.0,1900-01-01 13:21:00,2025-03-30,Online,Restaurant,Karachi,Islamabad,8.0,9.246.215.197,Debit,18.0,5.0,4.0,2.0,5.0,1,1,2.0,0,1.0,0,13,0 days 11:18:00,678.0,1,5.5,1.6363636360661156,9.0,1
10120,10157,676899.0,52072.0,5.0,1900-01-01 03:16:00,2025-01-21,POS,Grocery,Bangkok,Multan,18.0,175.163.166.121,Credit,17.0,6.0,4.0,3.0,4.0,0,1,0.0,0,1.0,0,3,,999.0,1,5.0,0.9999999998,5.0,1
36580,36692,304647.0,52086.0,3.0,1900-01-01 05:53:00,2025-04-06,ATM,Clothing,Kuala Lumpur,Lahore,580.0,206.71.48.176,Credit,13.0,4.0,20.0,4.0,3.0,0,1,2.0,1,1.0,0,5,,999.0,1,3.0,0.9999999996666666,3.0,1
25995,26078,414330.0,52088.0,5.0,1900-01-01 23:41:00,2025-02-26,POS,ATM,Singapore,Multan,544.0,70.96.211.254,Debit,8.0,3.0,13.0,4.0,9.0,0,1,2.0,1,1.0,0,23,,999.0,1,5.0,0.9999999998,5.0,1
13534,13586,446865.0,52088.0,3.0,1900-01-01 11:45:00,2025-03-02,Online,Fuel,Karachi,Islamabad,389.0,115.55.137.50,Debit,30.0,1.0,24.0,4.0,4.0,0,1,1.0,1,1.0,0,11,-1 days +12:04:00,-716.0,1,4.0,0.7499999998125,5.0,0
30713,30809,325507.0,52088.0,2.0,1900-01-01 11:43:00,2025-03-17,POS,Electronics,Lahore,Faisalabad,199.0,119.181.13.77,Credit,5.0,7.0,17.0,3.0,7.0,1,0,2.0,1,0.0,1,11,-1 days +23:58:00,-2.0,1,3.3333333333333335,0.59999999982,5.0,0
34651,34756,555252.0,52089.0,6.0,1900-01-01 18:44:00,2025-02-14,Online,Clothing,Kuala Lumpur,Multan,8.0,222.192.50.39,Credit,17.0,4.0,5.0,1.0,7.0,1,0,2.0,0,0.0,0,18,,999.0,1,6.0,0.9999999998333333,6.0,1
34661,34766,125994.0,52090.0,3.0,1900-01-01 02:25:00,2025-01-18,ATM,Electronics,Singapore,Multan,291.0,116.16.16.206,Credit,37.0,7.0,17.0,2.0,6.0,0,0,1.0,0,0.0,0,2,,999.0,1,3.0,0.9999999996666666,3.0,1
35806,35918,255552.0,52093.0,1.0,1900-01-01 04:08:00,2025-02-05,ATM,Fuel,Dubai,Multan,174.0,22.153.227.164,Credit,39.0,6.0,18.0,5.0,6.0,0,0,2.0,0,1.0,0,4,,999.0,1,1.0,0.9999999989999999,1.0,1
5537,5559,999678.0,52093.0,5.0,1900-01-01 21:47:00,2025-02-26,ATM,Restaurant,Singapore,Karachi,88.0,126.118.4.74,Credit,11.0,2.0,11.0,1.0,2.0,0,1,2.0,0,0.0,0,21,0 days 17:39:00,1059.0,1,3.0,1.6666666661111111,5.0,1
15855,15912,970608.0,52094.0,4.0,1900-01-01 23:22:00,2025-03-26,POS,Fuel,Singapore,Lahore,17.0,199.109.27.149,Debit,23.0,2.0,1.0,4.0,9.0,1,0,1.0,1,0.0,0,23,,999.0,1,4.0,0.99999999975,4.0,1
3701,3716,400754.0,52095.0,6.0,1900-01-01 12:08:00,2025-01-17,ATM,Fuel,Dubai,Multan,53.0,80.106.127.104,Debit,9.0,3.0,5.0,4.0,9.0,0,1,2.0,0,0.0,0,12,,999.0,1,6.0,0.9999999998333333,6.0,1
30417,30513,139181.0,52098.0,1.0,1900-01-01 20:59:00,2025-03-08,ATM,ATM,Bangkok,Faisalabad,368.0,166.76.127.142,Credit,27.0,5.0,22.0,4.0,7.0,0,1,2.0,0,0.0,0,20,,999.0,1,1.0,0.9999999989999999,1.0,1
36065,36177,783170.0,52098.0,2.0,1900-01-01 23:19:00,2025-03-15,Online,Electronics,Kuala Lumpur,Multan,497.0,179.183.40.226,Debit,35.0,5.0,7.0,4.0,5.0,1,1,0.0,1,1.0,0,23,0 days 02:20:00,140.0,1,1.5,1.3333333324444443,2.0,1
22341,22415,384555.0,52098.0,7.0,1900-01-01 16:04:00,2025-04-10,Online,Grocery,Singapore,Islamabad,302.0,52.200.156.151,Debit,35.0,2.0,22.0,5.0,5.0,1,1,0.0,1,0.0,0,16,-1 days +16:45:00,-435.0,1,3.3333333333333335,2.09999999937,7.0,1
18657,18723,926675.0,52101.0,9.0,1900-01-01 22:43:00,2025-02-23,POS,Electronics,Islamabad,Faisalabad,485.0,89.82.152.103,Debit,29.0,6.0,10.0,4.0,1.0,0,1,1.0,1,0.0,0,22,,999.0,1,9.0,0.9999999998888889,9.0,1
5947,5971,874823.0,52101.0,9.0,1900-01-01 07:34:00,2025-03-15,Online,Clothing,Singapore,Lahore,553.0,39.117.78.172,Debit,18.0,7.0,17.0,4.0,8.0,0,1,1.0,0,1.0,0,7,-1 days +08:51:00,-909.0,1,9.0,0.9999999998888889,9.0,1
28383,28469,848325.0,52107.0,7.0,1900-01-01 23:51:00,2025-04-17,ATM,Clothing,Islamabad,Lahore,221.0,193.243.206.49,Credit,4.0,1.0,17.0,1.0,7.0,0,0,2.0,1,1.0,0,23,,999.0,1,7.0,0.9999999998571428,7.0,1
3859,3875,876392.0,52108.0,1.0,1900-01-01 18:06:00,2025-03-06,Online,ATM,Islamabad,Islamabad,551.0,223.223.134.5,Credit,7.0,6.0,24.0,3.0,3.0,1,1,2.0,1,0.0,0,18,,999.0,1,1.0,0.9999999989999999,1.0,1
8428,8461,800289.0,52109.0,9.0,1900-01-01 20:01:00,2025-01-06,POS,ATM,Karachi,Multan,220.0,160.38.37.242,Credit,31.0,4.0,14.0,2.0,3.0,0,0,1.0,0,0.0,0,20,,999.0,1,9.0,0.9999999998888889,9.0,1
19173,19240,545943.0,52112.0,5.0,1900-01-01 22:11:00,2025-03-15,POS,Clothing,Singapore,Karachi,472.0,171.154.3.47,Credit,26.0,5.0,13.0,5.0,7.0,0,1,0.0,1,1.0,0,22,,999.0,1,5.0,0.9999999998,5.0,1
44582,44709,131521.0,52114.0,6.0,1900-01-01 02:34:00,2025-03-06,POS,Restaurant,Multan,Lahore,302.0,75.232.233.48,Credit,36.0,1.0,2.0,4.0,3.0,0,0,2.0,1,1.0,0,2,,999.0,1,6.0,0.9999999998333333,6.0,1
2500,2510,527484.0,52114.0,1.0,1900-01-01 06:32:00,2025-04-16,POS,Fuel,Dubai,Islamabad,543.0,178.65.121.12,Credit,39.0,2.0,10.0,2.0,6.0,0,0,1.0,0,1.0,0,6,0 days 03:58:00,238.0,1,3.5,0.28571428563265305,6.0,0
22396,22470,487535.0,52116.0,6.0,1900-01-01 21:49:00,2025-03-16,Online,ATM,Singapore,Faisalabad,41.0,190.112.212.136,Debit,24.0,1.0,20.0,1.0,8.0,1,0,2.0,0,0.0,0,21,,999.0,1,6.0,0.9999999998333333,6.0,1
9984,10021,971618.0,52118.0,2.0,1900-01-01 13:47:00,2025-01-08,POS,Grocery,Kuala Lumpur,Lahore,304.0,82.74.180.2,Debit,19.0,3.0,20.0,1.0,8.0,0,0,0.0,0,0.0,0,13,,999.0,1,2.0,0.9999999995,2.0,1
27001,27086,613418.0,52122.0,8.0,1900-01-01 13:47:00,2025-02-24,POS,Fuel,Kuala Lumpur,Lahore,368.0,9.55.89.17,Debit,20.0,1.0,22.0,1.0,5.0,0,0,2.0,0,1.0,0,13,,999.0,1,8.0,0.999999999875,8.0,1
39170,39290,842678.0,52123.0,8.0,1900-01-01 10:00:00,2025-01-22,ATM,ATM,Multan,Faisalabad,337.0,65.174.67.236,Debit,8.0,4.0,8.0,1.0,1.0,1,0,0.0,0,0.0,0,10,,999.0,1,8.0,0.999999999875,8.0,1
6591,6619,487650.0,52123.0,7.0,1900-01-01 02:45:00,2025-04-19,ATM,Restaurant,Lahore,Islamabad,578.0,69.96.218.16,Debit,6.0,1.0,11.0,1.0,7.0,0,0,0.0,1,0.0,0,2,-1 days +16:45:00,-435.0,1,7.5,0.9333333332088889,8.0,0
48581,48711,757827.0,52125.0,2.0,1900-01-01 18:01:00,2025-01-18,POS,Restaurant,Faisalabad,Lahore,581.0,169.214.48.72,Debit,29.0,3.0,10.0,2.0,7.0,1,0,2.0,1,1.0,0,18,,999.0,1,2.0,0.9999999995,2.0,1
28262,28348,254391.0,52125.0,5.0,1900-01-01 19:21:00,2025-02-15,POS,ATM,Karachi,Faisalabad,407.0,215.197.204.22,Debit,3.0,4.0,11.0,2.0,4.0,1,0,2.0,0,1.0,1,19,0 days 01:20:00,80.0,1,3.5,1.4285714281632653,5.0,1
